product_name,product_price,product_ram,product_display,product_camera,product_warranty,bettary,processor
Kechaoda K28,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,,1700 mAh Battery,1 Year Manufacturer Warranty
"realme 8 5G (Supersonic Black, 64 GB)","15,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,MediaTek Dimensity 700 (MT6833) Processor
GFive U873,749,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer warranty.
"Infinix Note 12 (Jewel Blue, 128 GB)","12,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
I Kall K78,"1,149",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme C25s (Watery Grey, 128 GB)","11,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 8MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,6000 mAh Battery,MediaTek Helio G85 Processor
"realme GT 2 (Steel Black, 256 GB)","38,999",12 GB RAM | 256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor
"vivo Y100 5G (Twilight Gold, 128 GB)","24,999",8 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ AMOLED Display,64MP (OIS) + 2MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,4500 mAh Battery,Mediatek Dimensity 900 Processor
"Infinix Note 12 (Force Black, 64 GB)","11,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
"Infinix Note 12 (Jewel Blue, 64 GB)","11,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ AMOLED Display,50MP + 2MP Depth + AI Lens | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Li-ion Polymer Battery,MediaTek Helio G88 Processor
Kechaoda K10,"1,074",32 MB RAM | 32 MB ROM,1.68 cm (0.66 inch) NA Display,300 mAh Battery,,1 Year Manufacturer Warranty,
"realme C31 (Dark Green, 32 GB)","9,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Unisoc T612 Processor
"realme C31 (Light Silver, 32 GB)","9,299",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Unisoc T612 Processor
"Infinix Hot 11 (Silver Wave, 64 GB)","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,13MP + Depth Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor
"Tecno Spark Go 2022 (Atlantic Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM,16.66 cm (6.56 inch) HD+ Display,13MP Rear Camera,12 Month,5000 mAh Battery,Helio A20 Processor
"realme GT 2 (Paper White, 128 GB)","27,999",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor
"realme GT 2 (Steel Black, 128 GB)","27,999",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor
"realme GT 2 (Paper Green, 128 GB)","27,999",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 888 Processor
MTR STAR,749,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1100 mAh Battery,1 year(domestic)
itel Power 440,"1,519",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2500 mAh Battery,1 Year warranty for device and 6 months for accessories
Micromax S114,"1,090",32 MB RAM | 64 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer Warranty
"itel Vision 3 (Jewel Blue, 64 GB)","6,699",3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.76 cm (6.6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,18W Fast Charging,5000 mAh Lithium Polymer Battery,Unisoc 9863A Processor
"OPPO A17k (Navy Blue, 64 GB)","9,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.66 cm (6.56 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Mediatek Helio P35 Processor
"Tecno Camon 19 (Sea Salt White, 128 GB)","13,989",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.27 cm (6.8 inch) Full HD+ Display,64MP + 2MP | 16MP Front Camera,"1 Year Warranty for Handset, 6 Months for Accessories",5000 mAh Battery,MediaTek Helio G85 Processor
"OPPO F21s Pro 5G (Dawnlight Gold, 128 GB)","24,598",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ E3 Super AMOLED Display,64MP + 64MP + 2MP + 2MP | 16MP Dual Front Camera,,4500 mAh Battery,12 months
"realme narzo 50 5G (Hyper Blue, 128 GB)","17,999",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,48MP Rear Camera,,5000 mAh Battery,12Months Brand Warranty
LAVA KKT Pearl FM 17,"1,700",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,1750 mAh Battery,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,,800 mAh Battery,1 Year Warranty
itel IT5626,"1,849",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,2500 mAh Lithium ion Battery,SC6531C Processor
"Google Pixel 7 Pro (Hazel, 128 GB)","80,999",12 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,1 Year Domestic Warranty,4926 mAh Battery,Google Tensor G2 Processor
"Google Pixel 7 Pro (Obsidian, 128 GB)","80,999",12 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,1 Year Domestic Warranty,4926 mAh Battery,Google Tensor G2 Processor
Kechaoda K112,"1,595",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,,3600 mAh Battery,1 Year Manufacturer Warranty
itel MagicX 4G,"2,289",48 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,1200 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
KARBONN K140 Pop,995,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year
"Micromax IN 2B (Blue, 64 GB)","6,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,Unisoc T610 Processor,5000 mAh Battery,ARM Cortex A75 Octa Core Processor
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,3.56 cm (1.4 inch) Display,0.3MP Rear Camera,,800 mAh Battery,1 Year Warranty
"Tecno Spark 9 (Infinity Black, 64 GB)","8,990",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,"1 Year Warranty for Handset, 6 Months for Accessories",5000 mAh Battery,MediaTek Helio G37 Processor
"POCO M5 (Yellow, 64 GB)","10,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,"1 Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
LAVA A1,"1,207",4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,800 mAh Battery,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply)
LAVA A7 2020,"1,535",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,1800 mAh Lithium-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
"REDMI Note 11S (Space Black, 64 GB)","14,990",6 GB RAM | 64 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"Tecno Spark Go 2022 (Iris Purple, 32 GB)","6,695",2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,,5000 mAh Battery,1 Year
"Tecno Spark Go 2022 (ice silver, 32 GB)","6,899",2 GB RAM | 32 GB ROM,16.66 cm (6.56 inch) HD+ Display,13MP Rear Camera,12 Month,5000 mAh Battery,Helio A20 Processor
itel ACE2YOUNG,888,4 MB RAM | 4 MB ROM,5.08 cm (2 inch) Display,2.5MP Rear Camera,,1000 mAh Battery,NA
"vivo T1 Pro 5G (Turbo Black, 128 GB)","23,999",6 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"vivo T1 Pro 5G (Turbo Black, 128 GB)","24,999",8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,1 Year Handset and 6 Months Accessories,4700 mAh Lithium Battery,Qualcomm Snapdragon 778G 5G Mobile Platform Processor
"Redmi Note 11S (Space Black, 128 GB)","17,990",8 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,108MP Rear Camera,,5000 mAh Battery,1 Year Warranty
SAMSUNG GURU GT,"1,675",153 MB RAM | 153 MB ROM,3.81 cm (1.5 inch) Display,800 mAh Battery,,1 Year Manufacturer Warranty,
"vivo Y21A (Diamond Glow, 64 GB)","13,489",4 GB RAM | 64 GB ROM,16.54 cm (6.51 inch) Display,13MP Rear Camera,,5000 mAh Battery,1 Year for Handset and 6 Months for Inbox Accessories
LAVA A7 Star,"1,399",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera | 0MP Front Camera,,1800 mAh Lithium Ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
"SAMSUNG GALAXY M13 5G (Midnight Blue, 128 GB)","14,799",6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,,5000 mAh Battery,12 Months Warranty
"realme 9 5G (Stargaze White, 128 GB)","17,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme 9 5G (Meteor Black, 64 GB)","15,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
itel it2163S,"1,039",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,1200 mAh Lithium Ion Battery,"BT Caller, Kingtalker",7 Days Battery Backup with 1200mAh with Super Battery Mode,9 Indian Input Language Support
"vivo Y01 (Elegant Black, 32 GB)","7,999",2 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"SAMSUNG Galaxy A03 (Black, 32 GB)","8,399",3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP | 5MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,5000 mAh Lithium Ion Battery,Unisoc UMS9230 Processor
SAMSUNG GT-E1215,"1,299",NA ROM,3.81 cm (1.5 inch) NA Display,800 mAh Battery,,0 0 0 0 Processor Processor,1 Year for Mobile & 6 Months for Accessories
"realme 9 5G (Supersonic Blue, 64 GB)","15,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"realme Narzo 50i Prime (Dark Blue, 32 GB)","7,999",3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Unisoc T612 processor Processor
"vivo Y01 (Sapphire Blue, 32 GB)","7,999",2 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Mediatek Helio P35 Processor
"APPLE iPhone 12 (Green, 64 GB)","53,999",64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,Industry-leading IP68 Water Resistance,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield
itel U20,"1,149",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,100 Days Replacement and 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase,1000 mAh Lithium-ion Battery,SC6531E Processor
"LAVA YUVA 2 PRO (Green, 64 GB)","8,599",4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,,5000 mAh Battery,1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","19,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 5G Processor
"itel A27 (Deep Grey, 32 GB)","5,279",2 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.84 cm (5.45 inch) FWVGA+ Display,2MP Rear Camera | 2MP Front Camera,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4000 mAh Li-ion Battery Battery,Unisoc 9832E Processor
"itel A27 (Silver Purple, 32 GB)","5,230",2 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.84 cm (5.45 inch) FWVGA+ Display,2MP Rear Camera | 2MP Front Camera,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4000 mAh Li-ion Battery Battery,Unisoc 9832E Processor
"OPPO A55 (Starry Black, 128 GB)","13,999",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.54 cm (6.51 inch) HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor
"Tecno Spark Go 2022 (Atlantic Blue, 32 GB)","6,999",2 GB RAM | 32 GB ROM,16.66 cm (6.56 inch) HD+ Display,13MP Rear Camera,12 Month,5000 mAh Battery,Helio A20 Processor
"realme 9 5G (Supersonic Black, 128 GB)","17,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 810 Processor
"vivo Y21A (Diamond Glow, 64 GB)","13,489",4 GB RAM | 64 GB ROM,16.54 cm (6.51 inch) Display,13MP Rear Camera,,5000 mAh Battery,1 Year for Handset and 6 Months for Inbox Accessories
"SAMSUNG GALAXY M13 5G (Midnight Blue, 128 GB)","14,799",6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,,5000 mAh Battery,12 Months Warranty
"Redmi 9A (Midnight Black, 32 GB)","7,746",2 GB RAM | 32 GB ROM,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera,,5000 mAh Battery,1 Year  Manufacturer Warranty
"realme Narzo 30 (Racing Blue, 128 GB)","15,499",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 2MP + 2MP | 16MP Front Camera,30W Charger,5000 mAh Battery,MediaTek Helio G95 Processor
Cellecor X30+,"1,849",32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,0.8MP Rear Camera,,1800 mAh Battery,1 Year Manufacturer Warranty
"OPPO A96 (Sunset Blue, 128 GB)","17,999",8 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 680 Processor
"SAMSUNG Galaxy A23 5G (Orange, 128 GB)","21,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP | 8MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 695 (SM6375) Processor
Nokia 105 DS 2020,"1,670",4 MB RAM | 4 MB ROM,4.5 cm (1.77 Inch) Quarter QVGA Display,800 mAh3 Li-ion Battery,,Brand Warranty of 1 Year Available for Mobile from Date of Purchase,
Easyfone Udaan 2,"2,290",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,,800 mAh Lithium-ion Battery,1 Year for Device and 6 Months for In-box Accessories
"realme narzo 50 5G (Hyper Black, 128 GB)","16,870",4 MB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,48MP Rear Camera,,5000 mAh Battery,12Months Brand Warranty
"vivo Y21G (Midnight Blue, 64 GB)","12,895",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,1 Year for Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek MT6769 Helio G70 Processor
KARBONN KU3i,969,50 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) FWVGA Display,0MP,1 Year Brand Waranty,1000 mAh Battery,NA Processor
"realme C21 (Cross Blue, 32 GB)","9,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,MediaTek Helio G35 Processor
KARBONN K9,"1,349",6.6 cm (2.6 inch) QVGA Display,2MP Rear Camera,1800 mAh Battery,,1 Year Manufacturer Warranty,
"vivo Y21G (Midnight Blue, 64 GB)","12,895",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,1 Year for Device & 6 Months for In-Box Accessories,5000 mAh Lithium Battery,Mediatek MT6769 Helio G70 Processor
"realme C21 (Cross Blue, 32 GB)","9,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,MediaTek Helio G35 Processor
KARBONN KU3i,969,50 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) FWVGA Display,0MP,1 Year Brand Waranty,1000 mAh Battery,NA Processor
"Infinix Hot 11 (Emerald Green, 64 GB)","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,13MP + Depth Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5200 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor
"Tecno Spark Go 2022 (ice silver, 32 GB)","6,899",2 GB RAM | 32 GB ROM,16.66 cm (6.56 inch) HD+ Display,13MP Rear Camera,12 Month,5000 mAh Battery,Helio A20 Processor
"Tecno Spark Go 2022 (Iris Purple, 32 GB)","6,695",2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,,5000 mAh Battery,1 Year
"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)","8,499",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,,5000 mAh Battery,1 Year of Device & 6 Months for In-Box Accessories
"Google Pixel 7 Pro (Snow, 128 GB)","80,999",12 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 48MP + 12MP | 10.8MP Front Camera,1 Year Domestic Warranty,4926 mAh Battery,Google Tensor G2 Processor
LAVA A7 2020,"1,545",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,1800 mAh Lithium-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
Kechaoda K-9,"1,280",64 MB RAM | 64 MB ROM,5.59 cm (2.2 inch) Display,0.3MP Rear Camera,,2000 mAh Battery,1 Year Manufacturer Warranty
itel Power 410,"1,598",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,2500 mAh Lithium-ion Battery,SC6531E Processor
LAVA Hero Punch,899,24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0MP Front Camera,,620 mAh Li-ion Battery,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box
itel U20,"1,149",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,100 Days Replacement and 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Batteries from the Date of Purchase,1000 mAh Lithium-ion Battery,SC6531E Processor
itel MagicX Play 4G,"2,110",48 MB RAM | 128 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1900 mAh Battery,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer)
Snexian Rock,"1,499",32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,,800 mAh Battery,1 Year
"realme 8i (Space Purple, 128 GB)","15,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,MediaTek Helio G96 Processor
"realme 8i (Space Black, 128 GB)","15,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year Warranty for Mobile and 6 Months for Accessories,5000 mAh Battery,MediaTek Helio G96 Processor
"OPPO F21s Pro 5G (Starlight Black, 128 GB)","24,799",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ E3 Super AMOLED Display,64MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera,12 months,4500 mAh Battery,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor
"OnePlus Nord 2T 5G (Jade Fog, 128 GB)","28,893",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,,4500 mAh Battery,12 Month
Kechaoda K55 Pro,"1,299",32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,,400 mAh Battery,1 Year Brand Service Center Warranty
I Kall K43,889,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year warranty for Mobile
"itel Vision1 (Gradation Green, 32 GB)","6,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.46 cm (6.088 inch) HD+ Display,8MP + 0.3MP | 5MP Front Camera,1 Year on Handset with 100 Days Replacement,4000 mAh Lithium-ion Polymer Battery,Unisoc SC9863A Octa Core Processor
"vivo Y33s (Midday Dream, 128 GB)","18,990",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,1 Year for Handset and 6 Months for In-box Accessories,5000 mAh Lithium Battery,MediaTek Helio G80 Processor
